Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	hsa05163:Human cytomegalovirus infection	35	12.544802867383511	5.8302671949707025E-18	4790, 4792, 7422, 7124, 6774, 3265, 6093, 3439, 1019, 595, 4609, 3579, 1499, 356, 1432, 3553, 637, 836, 1956, 5594, 5970, 7157, 5290, 581, 1029, 387, 3569, 1026, 841, 2475, 207, 5743, 5747, 3845, 5925	218	226	8840	6.279938296663149	1.5042089363024413E-15	1.3674626693658557E-16	6.625303630648525E-17
KEGG_PATHWAY	hsa05417:Lipid and atherosclerosis	34	12.186379928315413	1.1631103958704208E-17	4790, 4792, 7124, 6774, 2353, 3265, 3320, 3439, 356, 1432, 3553, 637, 836, 6648, 7099, 5594, 5970, 7157, 6885, 5290, 581, 387, 5609, 3569, 1543, 841, 4312, 207, 5468, 5747, 3845, 4615, 4318, 3309	218	216	8840	6.382942575603127	3.0008248213456855E-15	2.500687351121405E-16	1.2115733290316883E-16
KEGG_PATHWAY	hsa05218:Melanoma	21	7.526881720430108	3.3812302581584725E-16	5594, 7157, 3265, 5290, 2260, 581, 3480, 5728, 1019, 1029, 595, 673, 2248, 1026, 2247, 3479, 999, 207, 1956, 3845, 5925	218	73	8840	11.665200452431822	8.593126210598712E-14	6.7104415892683535E-15	3.2511829405369926E-15
KEGG_PATHWAY	hsa05167:Kaposi sarcoma-associated herpesvirus infection	31	11.11111111111111	3.7576183964742535E-16	4790, 4792, 7422, 6772, 6774, 2353, 3265, 3439, 1019, 595, 4609, 2247, 1499, 1432, 637, 836, 3091, 5594, 5970, 7157, 5290, 581, 5609, 3569, 1026, 841, 2475, 207, 5743, 3845, 5925	218	196	8840	6.413592960119828	8.593126210598712E-14	6.924753902073981E-15	3.355016425423441E-15
KEGG_PATHWAY	hsa05225:Hepatocellular carcinoma	29	10.39426523297491	6.683889785724462E-16	6595, 7046, 6597, 3265, 7040, 3481, 3480, 1019, 595, 673, 4609, 1499, 6605, 1956, 8289, 5594, 4088, 7157, 7039, 5290, 581, 5728, 1029, 1026, 2950, 2475, 207, 3845, 5925	218	170	8840	6.91743119266055	1.7186252421197423E-13	1.1496290431446074E-14	5.569908154770386E-15
KEGG_PATHWAY	hsa05160:Hepatitis C	28	10.03584229390681	9.807984798290717E-16	4790, 4792, 7124, 6772, 6774, 3265, 3439, 1019, 595, 673, 1017, 4609, 1499, 356, 637, 836, 1956, 5594, 5970, 7157, 5290, 581, 6041, 1026, 841, 207, 3845, 5925	218	159	8840	7.140961283249669	2.5779378631796135E-13	1.5815375487243783E-14	7.662488123664623E-15
KEGG_PATHWAY	hsa04151:PI3K-Akt signaling pathway	40	14.336917562724013	2.4604934661366267E-15	4790, 7422, 3265, 3320, 3481, 3480, 3439, 1019, 3914, 595, 672, 1017, 4609, 2248, 2247, 3479, 356, 4602, 5934, 1956, 7099, 7057, 5594, 3791, 5970, 7157, 7039, 2264, 2064, 5290, 2260, 5728, 3569, 1026, 2335, 2475, 207, 3667, 5747, 3845	218	362	8840	4.480713670231639	6.301625887772389E-13	3.734160672136763E-14	1.8091863721592843E-14
KEGG_PATHWAY	hsa04218:Cellular senescence	27	9.67741935483871	6.401183996065258E-15	7046, 4790, 3265, 7040, 1019, 595, 1017, 4609, 1432, 11200, 5934, 5054, 5594, 4088, 4683, 5970, 7157, 5290, 5728, 1029, 3569, 1026, 2475, 207, 8878, 3845, 5925	218	157	8840	6.97364576637644	1.6613377340490842E-12	9.175030394360203E-14	4.4452666639342067E-14
KEGG_PATHWAY	hsa04068:FoxO signaling pathway	25	8.960573476702509	8.639346693989116E-15	7046, 6774, 3265, 7040, 3480, 595, 673, 1017, 3479, 356, 1432, 5934, 6648, 1956, 5594, 4088, 5290, 5728, 3569, 1026, 664, 3586, 207, 3667, 3845	218	132	8840	7.680011120378093	2.234212814755665E-12	1.1731323405522063E-13	5.683780719729681E-14
KEGG_PATHWAY	hsa05220:Chronic myeloid leukemia	20	7.168458781362006	1.6889242947888333E-14	7046, 4790, 5594, 4792, 4088, 5970, 7157, 3265, 7040, 5290, 581, 1019, 1029, 595, 673, 4609, 1026, 207, 3845, 5925	218	77	8840	10.53258667937567	4.353850613370014E-12	2.178712340277595E-13	1.0555776842430208E-13
KEGG_PATHWAY	hsa05206:MicroRNAs in cancer	36	12.903225806451612	2.32664349002308E-14	407014, 4790, 7422, 406985, 6774, 3265, 6093, 595, 672, 4609, 2146, 8626, 406937, 836, 6624, 1956, 7431, 7057, 5594, 7157, 2064, 5290, 5292, 5728, 1029, 387, 960, 1026, 2475, 4851, 5743, 648, 5328, 3667, 3845, 4318	218	312	8840	4.678899082568807	6.015188347419098E-12	2.85844771631407E-13	1.3849068392994524E-13
KEGG_PATHWAY	hsa05213:Endometrial cancer	18	6.451612903225806	2.5404367378330335E-14	5594, 7157, 3265, 2064, 5290, 581, 4292, 5728, 595, 673, 4609, 1026, 3611, 1499, 999, 207, 1956, 3845	218	59	8840	12.37132638780905	6.55941967409035E-12	2.979239447095103E-13	1.44342996467786E-13
KEGG_PATHWAY	hsa05223:Non-small cell lung cancer	19	6.810035842293908	8.640277585438682E-14	5594, 7157, 7039, 6774, 3265, 2064, 2272, 5290, 581, 1019, 1029, 595, 673, 1026, 238, 207, 1956, 3845, 5925	218	73	8840	10.554228980771647	2.2284840639485992E-11	9.69213746540513E-13	4.695803035564501E-13
KEGG_PATHWAY	hsa05214:Glioma	19	6.810035842293908	1.8446120643447462E-13	5594, 7157, 7039, 3265, 5290, 581, 3480, 5728, 1019, 1029, 595, 673, 1026, 3479, 2475, 207, 1956, 3845, 5925	218	76	8840	10.137614678899082	4.7577275452681533E-11	1.982957969170602E-12	9.607354501795553E-13
KEGG_PATHWAY	hsa05418:Fluid shear stress and atherosclerosis	24	8.60215053763441	3.6002820167893587E-13	4790, 7056, 3791, 7422, 5970, 7124, 7157, 6885, 2353, 3320, 5290, 7295, 387, 5609, 1499, 2950, 1432, 3553, 207, 4313, 857, 8878, 5747, 4318	218	141	8840	6.902205738824908	9.289169433657207E-11	3.5825795696286684E-12	1.7357459155177655E-12
KEGG_PATHWAY	hsa05235:PD-L1 expression and PD-1 checkpoint pathway in cancer	20	7.168458781362006	3.6103515042769526E-13	7099, 3091, 4790, 5594, 4792, 5970, 6772, 6774, 2353, 3265, 5290, 5728, 29126, 1432, 2475, 238, 207, 1956, 3845, 4615	218	90	8840	9.011213047910296	9.314948812289003E-11	3.5825795696286684E-12	1.7357459155177655E-12
KEGG_PATHWAY	hsa01521:EGFR tyrosine kinase inhibitor resistance	19	6.810035842293908	4.796618922984637E-13	5594, 3791, 7422, 7039, 6774, 3265, 2064, 5290, 581, 3480, 5728, 673, 3569, 2247, 3479, 2475, 207, 1956, 3845	218	80	8840	9.630733944954128	1.2374101743262145E-10	4.583435859740875E-12	2.220656908789184E-12
KEGG_PATHWAY	hsa05222:Small cell lung cancer	20	7.168458781362006	6.772986430167995E-13	4790, 4792, 5970, 7157, 2272, 5290, 581, 5728, 1019, 3914, 595, 1017, 4609, 1026, 2335, 5743, 207, 836, 5747, 5925	218	93	8840	8.72052875604222	1.7475554336954247E-10	6.240823210654795E-12	3.0236546563249976E-12
KEGG_PATHWAY	hsa04010:MAPK signaling pathway	33	11.827956989247312	1.3838020185626537E-12	7046, 4790, 7422, 7124, 2353, 3265, 7040, 3481, 3480, 673, 4609, 2248, 2247, 3479, 356, 1432, 3553, 836, 1956, 5594, 3791, 5970, 7157, 6885, 7039, 2264, 2064, 2260, 5609, 207, 1848, 3845, 4615	218	300	8840	4.460550458715597	3.5701575029634114E-10	1.1944603865753801E-11	5.787114276043509E-12
KEGG_PATHWAY	hsa05226:Gastric cancer	24	8.60215053763441	1.3889074262504421E-12	7046, 5594, 4088, 7157, 3265, 2064, 7040, 5290, 581, 4292, 595, 673, 1017, 4609, 2248, 1026, 2247, 1499, 2475, 999, 207, 1956, 3845, 5925	218	150	8840	6.488073394495414	3.583333629819663E-10	1.1944603865753801E-11	5.787114276043509E-12
KEGG_PATHWAY	hsa01524:Platinum drug resistance	18	6.451612903225806	1.923692395196909E-12	5594, 7157, 5366, 2067, 2064, 5290, 581, 4292, 672, 1029, 1026, 356, 2950, 841, 207, 637, 836, 4436	218	75	8840	9.73211009174312	4.963103261701463E-10	1.550976993627508E-11	7.514423418737926E-12
KEGG_PATHWAY	hsa04115:p53 signaling pathway	18	6.451612903225806	1.923692395196909E-12	7057, 5054, 7157, 5366, 581, 5728, 1019, 1029, 595, 1017, 2810, 1026, 3479, 841, 637, 11200, 836, 3732	218	75	8840	9.73211009174312	4.963103261701463E-10	1.550976993627508E-11	7.514423418737926E-12
KEGG_PATHWAY	hsa05162:Measles	23	8.24372759856631	2.2704772409181436E-12	7099, 4790, 4792, 5970, 6772, 7157, 6885, 6774, 2353, 5290, 581, 3439, 1019, 595, 3569, 1017, 356, 841, 3553, 207, 637, 836, 4615	218	139	8840	6.709788132796516	5.857934137765142E-10	1.775100388354185E-11	8.600292579235392E-12
KEGG_PATHWAY	hsa05169:Epstein-Barr virus infection	27	9.67741935483871	3.2410351120514037E-12	4790, 4792, 7124, 6772, 6774, 3439, 1019, 595, 1017, 4609, 1432, 637, 836, 7431, 5970, 7157, 6885, 5290, 581, 5609, 3569, 960, 1026, 841, 207, 4615, 5925	218	203	8840	5.393410765128576	8.361971115533606E-10	2.4593737026743003E-11	1.1915570264894866E-11
KEGG_PATHWAY	hsa05216:Thyroid cancer	13	4.659498207885305	3.81435506357467E-11	5594, 7157, 3265, 581, 8030, 595, 673, 4609, 1026, 1499, 999, 5468, 3845	218	37	8840	14.247458467641955	9.841048642655892E-9	2.8117245897207565E-10	1.3622696655623822E-10
KEGG_PATHWAY	hsa05142:Chagas disease	19	6.810035842293908	4.504098378762924E-11	7099, 7046, 4790, 5054, 5594, 4792, 5970, 7124, 2353, 7040, 5290, 3569, 356, 841, 1432, 3553, 3586, 207, 4615	218	103	8840	7.480181704818741	1.1620570394832441E-8	3.2279371714467624E-10	1.563923048181571E-10
KEGG_PATHWAY	hsa04210:Apoptosis	21	7.526881720430108	9.490689611234302E-11	4790, 5594, 4792, 5970, 7124, 7157, 5366, 2353, 3265, 5290, 9131, 581, 142, 356, 841, 153090, 207, 637, 836, 1508, 3845	218	136	8840	6.261467889908257	2.4485969585263945E-8	6.617832215401216E-10	3.2063140578494266E-10
KEGG_PATHWAY	hsa05165:Human papillomavirus infection	32	11.469534050179211	1.1060720665148517E-10	4790, 7422, 7124, 6772, 3265, 3439, 1019, 3914, 595, 1017, 1499, 356, 836, 5934, 1956, 7057, 5594, 5970, 7157, 5290, 581, 5728, 1026, 2335, 841, 2475, 4851, 207, 5743, 5747, 3845, 5925	218	333	8840	3.8967407774747227	2.8536654594901734E-8	7.509647188442941E-10	3.6383949556409595E-10
KEGG_PATHWAY	hsa04917:Prolactin signaling pathway	16	5.734767025089606	1.1851455548993288E-10	4790, 5594, 5970, 6772, 6774, 2353, 2001, 2100, 3265, 2099, 5290, 595, 1586, 1432, 207, 3845	218	71	8840	9.138131541542837	3.0576748688559974E-8	7.749338357131692E-10	3.7545243978351225E-10
KEGG_PATHWAY	hsa04066:HIF-1 signaling pathway	19	6.810035842293908	1.2014478073072391E-10	7099, 7076, 3091, 4790, 5054, 5594, 7422, 5970, 6774, 2064, 5290, 3480, 3569, 1026, 3479, 2475, 207, 7428, 1956	218	109	8840	7.068428583452572	3.0997353572814745E-8	7.749338357131692E-10	3.7545243978351225E-10
KEGG_PATHWAY	hsa05135:Yersinia infection	21	7.526881720430108	1.244624605235804E-10	7099, 4790, 5594, 4792, 5970, 7124, 6885, 2353, 5290, 6093, 387, 5609, 3569, 2335, 1432, 3553, 3586, 207, 925, 5747, 4615	218	138	8840	6.170721978460311	3.211130905622639E-8	7.832028003678962E-10	3.7945872110847686E-10
KEGG_PATHWAY	hsa05166:Human T-cell leukemia virus 1 infection	26	9.31899641577061	1.6487305939870872E-10	7046, 4790, 4792, 7124, 2353, 3265, 7040, 1019, 595, 1017, 4609, 11200, 5594, 4088, 5970, 7157, 5290, 581, 5728, 1029, 3569, 1026, 207, 4316, 3845, 5925	218	223	8840	4.727856173118854	4.253723417946276E-8	1.0127916505920678E-9	4.906936291628236E-10
KEGG_PATHWAY	hsa04550:Signaling pathways regulating pluripotency of stem cells	21	7.526881720430108	2.727744425092548E-10	5462, 5594, 4088, 6774, 3265, 3397, 2264, 5290, 2260, 3480, 4609, 2247, 3479, 1499, 1432, 3400, 207, 79923, 648, 6657, 3845	218	144	8840	5.913608562691131	7.037581073454646E-8	1.6080666668256107E-9	7.791020672604703E-10
KEGG_PATHWAY	hsa05202:Transcriptional misregulation in cancer	24	8.60215053763441	2.7424392767568556E-10	4790, 7113, 5970, 7157, 2078, 3087, 7490, 581, 3480, 2119, 2118, 3569, 4609, 1026, 2115, 3479, 4005, 5468, 648, 4613, 5328, 1848, 5747, 4318	218	193	8840	5.042544088986073	7.075493946295808E-8	1.6080666668256107E-9	7.791020672604703E-10
KEGG_PATHWAY	hsa04668:TNF signaling pathway	19	6.810035842293908	5.356353263586026E-10	4790, 5594, 4792, 5970, 7124, 6885, 2353, 5290, 5609, 3569, 841, 1432, 3553, 153090, 4323, 5743, 207, 836, 4318	218	119	8840	6.474442988204456	1.3819390143332555E-7	3.0709758711226546E-9	1.4878759065516737E-9
KEGG_PATHWAY	hsa04625:C-type lectin receptor signaling pathway	18	6.451612903225806	5.542786145509634E-10	5580, 4790, 5594, 4792, 5970, 6772, 7124, 3265, 5290, 387, 3569, 841, 1432, 3553, 3586, 5743, 207, 3845	218	105	8840	6.951507208387943	1.4300387451982033E-7	3.1087800555249686E-9	1.5061918873667484E-9
KEGG_PATHWAY	hsa04620:Toll-like receptor signaling pathway	18	6.451612903225806	1.0118211983972465E-9	7099, 4790, 5594, 4792, 5970, 6772, 7124, 6885, 2353, 5290, 3439, 5609, 3569, 841, 1432, 3553, 207, 4615	218	109	8840	6.696406026428752	2.610498310851028E-7	5.554252535882757E-9	2.6910138255245915E-9
KEGG_PATHWAY	hsa04936:Alcoholic liver disease	20	7.168458781362006	1.8920648707297927E-9	7099, 4790, 4792, 5970, 7124, 6885, 2194, 3439, 595, 10645, 5609, 3569, 356, 1499, 841, 1432, 3553, 207, 836, 4615	218	144	8840	5.632008154943935	4.881526095568134E-7	1.0169848680172635E-8	4.9272522675255015E-9
KEGG_PATHWAY	hsa04926:Relaxin signaling pathway	19	6.810035842293908	2.3366260890657307E-9	7046, 4790, 5594, 4792, 7422, 5970, 2353, 3265, 7040, 5290, 1910, 5609, 1432, 4312, 207, 4313, 1956, 3845, 4318	218	130	8840	5.926605504587156	6.028493566567761E-7	1.2241394968929477E-8	5.93090841517901E-9
KEGG_PATHWAY	hsa05207:Chemical carcinogenesis - receptor activation	24	8.60215053763441	2.372363366071604E-9	4790, 5594, 7367, 7422, 5970, 7421, 6774, 2353, 2100, 3265, 2099, 3320, 5290, 595, 4609, 2248, 1543, 2247, 367, 2475, 207, 1956, 3845, 5925	218	215	8840	4.526562833368893	6.120695749123328E-7	1.2241394968929477E-8	5.93090841517901E-9
KEGG_PATHWAY	hsa05140:Leishmaniasis	15	5.376344086021505	4.064826685733784E-9	7099, 4790, 5594, 4792, 5970, 6772, 7124, 6885, 2353, 7040, 1432, 3553, 3586, 5743, 4615	218	77	8840	7.8994400095317525	1.0487247401602673E-6	2.056324088077091E-8	9.962810504249472E-9
KEGG_PATHWAY	hsa05164:Influenza A	21	7.526881720430108	6.570861810655442E-9	7099, 4790, 5594, 4792, 7113, 5970, 6772, 7124, 5290, 581, 6041, 3439, 1019, 3569, 356, 841, 3553, 207, 637, 836, 4615	218	172	8840	4.950928098997227	1.6952809270831537E-6	3.2601583599021236E-8	1.5795340890998658E-8
KEGG_PATHWAY	hsa04659:Th17 cell differentiation	17	6.093189964157706	6.9142884979695885E-9	7046, 3091, 4790, 5594, 4792, 4088, 5970, 6772, 6774, 2353, 3320, 7040, 2625, 3569, 1432, 3553, 2475	218	108	8840	6.382942575603127	1.7838848416218411E-6	3.3658234575021774E-8	1.6307284193324503E-8
KEGG_PATHWAY	hsa05221:Acute myeloid leukemia	14	5.017921146953405	7.820567625561579E-9	4790, 5594, 5970, 6774, 3265, 5290, 5292, 595, 673, 4609, 2475, 207, 1848, 3845	218	68	8840	8.34862385321101	2.017704422874189E-6	3.736493421101643E-8	1.810316579991106E-8
KEGG_PATHWAY	hsa04657:IL-17 signaling pathway	16	5.734767025089606	8.492914972782376E-9	4790, 5594, 4792, 5970, 7124, 6885, 2353, 3320, 3569, 841, 1432, 3553, 4312, 5743, 836, 4318	218	95	8840	6.829550941574119	2.191169659826464E-6	3.983949205414278E-8	1.930207948359631E-8
KEGG_PATHWAY	hsa05132:Salmonella infection	25	8.960573476702509	9.891642397609543E-9	4790, 4792, 7124, 2353, 3265, 3320, 4609, 1499, 1432, 3553, 836, 7099, 5594, 5970, 6885, 5290, 581, 7295, 83547, 387, 5609, 3569, 841, 207, 4615	218	251	8840	4.03889031031836	2.5520404938195185E-6	4.5572209617558245E-8	2.2079558923235586E-8
KEGG_PATHWAY	hsa05170:Human immunodeficiency virus 1 infection	23	8.24372759856631	1.0373859510782778E-8	7099, 4790, 5594, 4792, 5970, 7124, 6885, 2353, 3265, 5290, 581, 3439, 5609, 356, 841, 1432, 2475, 207, 637, 836, 5747, 3845, 4615	218	213	8840	4.378688030322609	2.676452195871093E-6	4.618008960206318E-8	2.237407441960426E-8
KEGG_PATHWAY	hsa05145:Toxoplasmosis	17	6.093189964157706	1.0381570530696375E-8	7099, 4790, 5594, 4792, 5970, 6772, 7124, 6885, 6774, 7040, 3914, 841, 1432, 3586, 207, 836, 4615	218	111	8840	6.210430614100339	2.678441613834792E-6	4.618008960206318E-8	2.237407441960426E-8
KEGG_PATHWAY	hsa05152:Tuberculosis	21	7.526881720430108	1.4529833696211859E-8	7099, 4790, 5594, 5970, 6772, 7124, 7421, 7040, 581, 3439, 387, 3569, 841, 1432, 3553, 3586, 207, 8877, 637, 836, 4615	218	180	8840	4.730886850152905	3.7486900876793072E-6	6.353723887496032E-8	3.078354596655055E-8
KEGG_PATHWAY	hsa04012:ErbB signaling pathway	15	5.376344086021505	1.8065810505939926E-8	5594, 7039, 3265, 2064, 5290, 673, 5609, 4609, 1026, 2475, 207, 145957, 5747, 1956, 3845	218	86	8840	7.072754427138895	4.660968292435896E-6	7.768298517554168E-8	3.7637105220708184E-8
KEGG_PATHWAY	hsa04510:Focal adhesion	22	7.885304659498208	2.2291102188514674E-8	7057, 5594, 3791, 7422, 3265, 2064, 5290, 6093, 3480, 5728, 3914, 595, 673, 387, 3479, 3611, 1499, 2335, 207, 857, 5747, 1956	218	203	8840	4.3946309938084696	5.751087890581985E-6	9.428039942027517E-8	4.567848809121859E-8
KEGG_PATHWAY	hsa05203:Viral carcinogenesis	22	7.885304659498208	2.6545057080251053E-8	4790, 5594, 4792, 5970, 7157, 5366, 6774, 3265, 5290, 581, 1019, 1029, 595, 387, 1017, 1026, 841, 10013, 836, 5934, 3845, 5925	218	205	8840	4.351756545088387	6.848601355802231E-6	1.1046168914039955E-7	5.351826024244164E-8
KEGG_PATHWAY	hsa04722:Neurotrophin signaling pathway	17	6.093189964157706	3.249665089140852E-8	5580, 4790, 5594, 4792, 5970, 7157, 3265, 5290, 581, 673, 387, 5609, 356, 1432, 207, 3667, 3845	218	120	8840	5.744648318042814	8.38410092829367E-6	1.329877823182216E-7	6.443206507665775E-8
KEGG_PATHWAY	hsa04211:Longevity regulating pathway	15	5.376344086021505	3.298921731924877E-8	4790, 5970, 7157, 3265, 5290, 581, 3480, 10645, 3479, 2475, 207, 5468, 3667, 6648, 3845	218	90	8840	6.758409785932722	8.51118199840517E-6	1.329877823182216E-7	6.443206507665775E-8
KEGG_PATHWAY	hsa05131:Shigellosis	24	8.60215053763441	3.935076499879612E-8	5580, 7099, 4790, 5594, 4792, 5970, 7124, 7157, 6885, 5290, 6093, 581, 387, 960, 664, 3611, 1432, 3553, 2475, 207, 8878, 5747, 1956, 4615	218	249	8840	3.9084779484912127	1.0152446028088846E-5	1.5619226722599076E-7	7.567454807460793E-8
KEGG_PATHWAY	hsa04071:Sphingolipid signaling pathway	17	6.093189964157706	4.1269127434946893E-8	4790, 5594, 5970, 7124, 7157, 3265, 5290, 6093, 581, 5728, 387, 1432, 8879, 207, 8877, 637, 3845	218	122	8840	5.650473755451948	1.0647378417716347E-5	1.5657992467965143E-7	7.586236660835825E-8
KEGG_PATHWAY	hsa04660:T cell receptor signaling pathway	17	6.093189964157706	4.1269127434946893E-8	4790, 5594, 4792, 5970, 7124, 6885, 2353, 3265, 5290, 1019, 387, 5609, 1432, 3586, 207, 925, 3845	218	122	8840	5.650473755451948	1.0647378417716347E-5	1.5657992467965143E-7	7.586236660835825E-8
KEGG_PATHWAY	hsa04919:Thyroid hormone signaling pathway	17	6.093189964157706	4.1269127434946893E-8	3091, 5594, 6772, 7157, 8202, 3265, 2099, 5290, 595, 4609, 1499, 2475, 8648, 4851, 207, 5469, 3845	218	122	8840	5.650473755451948	1.0647378417716347E-5	1.5657992467965143E-7	7.586236660835825E-8
KEGG_PATHWAY	hsa04015:Rap1 signaling pathway	22	7.885304659498208	4.788218080986432E-8	7057, 5594, 3791, 7422, 3265, 3397, 2264, 5290, 2260, 3480, 673, 387, 2248, 1500, 2247, 3479, 1499, 1432, 999, 207, 1956, 3845	218	212	8840	4.208066470486411	1.2353526630537459E-5	1.7903771954992746E-7	8.674308117729043E-8
KEGG_PATHWAY	hsa04520:Adherens junction	15	5.376344086021505	5.072306057526723E-8	7046, 5594, 4088, 6885, 2064, 6093, 2260, 3480, 6591, 387, 1500, 1499, 999, 6615, 1956	218	93	8840	6.540396567031666	1.308646431996685E-5	1.8695070897741352E-7	9.057689388440577E-8
KEGG_PATHWAY	hsa05230:Central carbon metabolism in cancer	13	4.659498207885305	1.2632179450020536E-7	3091, 5594, 7157, 3265, 2064, 5290, 2260, 5728, 4609, 2475, 207, 1956, 3845	218	71	8840	7.424731877503555	3.2590493949880006E-5	4.5902849269088707E-7	2.223975255285306E-7
KEGG_PATHWAY	hsa05208:Chemical carcinogenesis - reactive oxygen species	22	7.885304659498208	1.438033719671842E-7	5580, 3091, 4790, 5594, 8644, 4792, 7422, 5970, 2353, 3265, 5290, 5728, 673, 5609, 1543, 1432, 207, 4513, 5747, 6648, 1956, 3845	218	226	8840	3.9473897864739795	3.710058439687636E-5	5.152954162157434E-7	2.4965863188747256E-7
KEGG_PATHWAY	hsa04621:NOD-like receptor signaling pathway	20	7.168458781362006	1.7067183790154047E-7	5580, 7099, 4790, 5594, 4792, 5970, 6772, 7124, 6885, 3320, 6041, 7295, 3439, 387, 3569, 841, 1432, 3553, 1508, 4615	218	189	8840	4.291053832338236	4.4032368478719164E-5	6.031963586109238E-7	2.9224629777661036E-7
